📺其他频道,#genre#
CCTV12,http://182.150.31.44:808/hls/12/index.m3u8
CCTV13,http://182.150.31.44:808/hls/13/index.m3u8
CCTV-少儿-高清,http://182.150.31.44:808/hls/14/index.m3u8
CCTV15,http://182.150.31.44:808/hls/15/index.m3u8
CCTV17,http://182.150.31.44:808/hls/17/index.m3u8
CCTV5+,http://182.150.31.44:808/hls/19/index.m3u8
CCTV1,http://122.114.131.154:4060/hls/1/index.m3u8
CCTV2,http://122.114.131.154:4060/hls/2/index.m3u8
CCTV3,http://122.114.131.154:4060/hls/3/index.m3u8
CCTV4,http://122.114.131.154:4060/hls/4/index.m3u8
CCTV5,http://122.114.131.154:4060/hls/5/index.m3u8
CCTV6,http://122.114.131.154:4060/hls/6/index.m3u8
CCTV7,http://122.114.131.154:4060/hls/7/index.m3u8
CCTV8,http://122.114.131.154:4060/hls/8/index.m3u8
CCTV9,http://122.114.131.154:4060/hls/9/index.m3u8
CCTV10,http://122.114.131.154:4060/hls/10/index.m3u8
CCTV11,http://122.114.131.154:4060/hls/11/index.m3u8
CCTV12,http://122.114.131.154:4060/hls/12/index.m3u8
CCTV13,http://122.114.131.154:4060/hls/13/index.m3u8
CCTV14,http://122.114.131.154:4060/hls/14/index.m3u8
CCTV15,http://122.114.131.154:4060/hls/15/index.m3u8
CCTV5+,http://122.114.131.154:4060/hls/16/index.m3u8
CCTV1,http://171.8.247.188:2002/hls/1/index.m3u8
CCTV2,http://171.8.247.188:2002/hls/2/index.m3u8
CCTV3,http://171.8.247.188:2002/hls/3/index.m3u8
CCTV4,http://171.8.247.188:2002/hls/4/index.m3u8
CCTV5,http://171.8.247.188:2002/hls/5/index.m3u8
CCTV6,http://171.8.247.188:2002/hls/6/index.m3u8
CCTV7,http://171.8.247.188:2002/hls/7/index.m3u8
CCTV8,http://171.8.247.188:2002/hls/8/index.m3u8
CCTV9,http://171.8.247.188:2002/hls/9/index.m3u8
CCTV10,http://171.8.247.188:2002/hls/10/index.m3u8
CCTV11,http://171.8.247.188:2002/hls/11/index.m3u8
CCTV12,http://171.8.247.188:2002/hls/12/index.m3u8
CCTV13,http://171.8.247.188:2002/hls/13/index.m3u8
CCTV14,http://171.8.247.188:2002/hls/14/index.m3u8
CCTV15,http://171.8.247.188:2002/hls/15/index.m3u8
CCTV1,http://125.46.176.166:60000/hls/1/index.m3u8
CCTV2,http://125.46.176.166:60000/hls/2/index.m3u8
CCTV3,http://125.46.176.166:60000/hls/3/index.m3u8
CCTV5,http://125.46.176.166:60000/hls/5/index.m3u8
CCTV6,http://125.46.176.166:60000/hls/6/index.m3u8
CCTV7,http://125.46.176.166:60000/hls/7/index.m3u8
CCTV8,http://125.46.176.166:60000/hls/8/index.m3u8
CCTV9,http://125.46.176.166:60000/hls/9/index.m3u8
CCTV10,http://125.46.176.166:60000/hls/10/index.m3u8
CCTV12,http://125.46.176.166:60000/hls/12/index.m3u8
CCTV14,http://125.46.176.166:60000/hls/14/index.m3u8
CCTV1,http://124.88.238.50:81/hls/1/index.m3u8
CCTV2,http://124.88.238.50:81/hls/2/index.m3u8
CCTV3,http://124.88.238.50:81/hls/3/index.m3u8
CCTV4,http://124.88.238.50:81/hls/4/index.m3u8
CCTV5,http://124.88.238.50:81/hls/5/index.m3u8
CCTV5+,http://124.88.238.50:81/hls/6/index.m3u8
CCTV6,http://124.88.238.50:81/hls/7/index.m3u8
CCTV8,http://124.88.238.50:81/hls/8/index.m3u8
CCTV11,http://124.88.238.50:81/hls/10/index.m3u8
CCTV12,http://124.88.238.50:81/hls/11/index.m3u8
CCTV13,http://124.88.238.50:81/hls/12/index.m3u8
CCTV1,http://114.252.112.253:8899/hls/1/index.m3u8
CCTV2,http://114.252.112.253:8899/hls/2/index.m3u8
CCTV3,http://114.252.112.253:8899/hls/3/index.m3u8
CCTV4,http://114.252.112.253:8899/hls/4/index.m3u8
CCTV5,http://114.252.112.253:8899/hls/5/index.m3u8
CCTV6,http://114.252.112.253:8899/hls/6/index.m3u8
CCTV7,http://114.252.112.253:8899/hls/7/index.m3u8
CCTV8,http://114.252.112.253:8899/hls/8/index.m3u8
CCTV9,http://114.252.112.253:8899/hls/9/index.m3u8
CCTV10,http://114.252.112.253:8899/hls/10/index.m3u8
CCTV11,http://114.252.112.253:8899/hls/11/index.m3u8
CCTV12,http://114.252.112.253:8899/hls/12/index.m3u8
CCTV13,http://114.252.112.253:8899/hls/13/index.m3u8
CCTV14,http://114.252.112.253:8899/hls/14/index.m3u8
CCTV15,http://114.252.112.253:8899/hls/15/index.m3u8
CCTV1,http://122.114.131.154:4000/hls/1/index.m3u8
CCTV2,http://122.114.131.154:4000/hls/2/index.m3u8
CCTV3,http://122.114.131.154:4000/hls/3/index.m3u8
CCTV4,http://122.114.131.154:4000/hls/4/index.m3u8
CCTV5,http://122.114.131.154:4000/hls/5/index.m3u8
CCTV6,http://122.114.131.154:4000/hls/6/index.m3u8
CCTV7,http://122.114.131.154:4000/hls/7/index.m3u8
CCTV8,http://122.114.131.154:4000/hls/8/index.m3u8
CCTV9,http://122.114.131.154:4000/hls/9/index.m3u8
CCTV10,http://122.114.131.154:4000/hls/10/index.m3u8
CCTV11,http://122.114.131.154:4000/hls/11/index.m3u8
CCTV12,http://122.114.131.154:4000/hls/12/index.m3u8
CCTV13,http://122.114.131.154:4000/hls/13/index.m3u8
CCTV14,http://122.114.131.154:4000/hls/14/index.m3u8
CCTV15,http://122.114.131.154:4000/hls/15/index.m3u8
CCTV5+,http://122.114.131.154:4000/hls/16/index.m3u8
CCTV1,http://124.93.18.238:81/hls/1/index.m3u8
CCTV2,http://124.93.18.238:81/hls/2/index.m3u8
CCTV3,http://124.93.18.238:81/hls/3/index.m3u8
CCTV4,http://124.93.18.238:81/hls/4/index.m3u8
CCTV5,http://124.93.18.238:81/hls/5/index.m3u8
CCTV6,http://124.93.18.238:81/hls/6/index.m3u8
CCTV7,http://124.93.18.238:81/hls/7/index.m3u8
CCTV8,http://124.93.18.238:81/hls/8/index.m3u8
CCTV9,http://124.93.18.238:81/hls/9/index.m3u8
CCTV10,http://124.93.18.238:81/hls/10/index.m3u8
CCTV11,http://124.93.18.238:81/hls/11/index.m3u8
CCTV12,http://124.93.18.238:81/hls/12/index.m3u8
CCTV13,http://124.93.18.238:81/hls/13/index.m3u8
CCTV14,http://124.93.18.238:81/hls/14/index.m3u8
CCTV15,http://124.93.18.238:81/hls/15/index.m3u8
CCTV16,http://124.93.18.238:81/hls/16/index.m3u8
CCTV17,http://124.93.18.238:81/hls/17/index.m3u8
CCTV5+,http://124.93.18.238:81/hls/18/index.m3u8
CCTV高尔夫,http://124.93.18.238:81/hls/19/index.m3u8
CCTV央视台球,http://124.93.18.238:81/hls/20/index.m3u8
CCTV4,http://124.93.18.238:81/hls/21/index.m3u8
CCTV 美洲,http://124.93.18.238:81/hls/22/index.m3u8
CCTV1,http://182.150.31.44:808/hls/1/index.m3u8
CCTV2,http://182.150.31.44:808/hls/2/index.m3u8
CCTV3,http://182.150.31.44:808/hls/3/index.m3u8
CCTV4,http://182.150.31.44:808/hls/4/index.m3u8
CCTV5,http://182.150.31.44:808/hls/5/index.m3u8
CCTV6,http://182.150.31.44:808/hls/6/index.m3u8
CCTV7,http://182.150.31.44:808/hls/7/index.m3u8
CCTV8,http://182.150.31.44:808/hls/8/index.m3u8
CCTV9,http://182.150.31.44:808/hls/9/index.m3u8
CCTV10,http://182.150.31.44:808/hls/10/index.m3u8
CCTV11,http://182.150.31.44:808/hls/11/index.m3u8
CCTV12,http://182.150.31.44:808/hls/12/index.m3u8
CCTV13,http://182.150.31.44:808/hls/13/index.m3u8
CCTV-少儿-高清,http://182.150.31.44:808/hls/14/index.m3u8
CCTV15,http://182.150.31.44:808/hls/15/index.m3u8
CCTV17,http://182.150.31.44:808/hls/17/index.m3u8
CCTV5+,http://182.150.31.44:808/hls/19/index.m3u8
CCTV1,http://113.234.192.245:81/hls/1/index.m3u8
CCTV2,http://113.234.192.245:81/hls/2/index.m3u8
CCTV3,http://113.234.192.245:81/hls/3/index.m3u8
CCTV4,http://113.234.192.245:81/hls/4/index.m3u8
CCTV5,http://113.234.192.245:81/hls/5/index.m3u8
CCTV6,http://113.234.192.245:81/hls/6/index.m3u8
CCTV7,http://113.234.192.245:81/hls/7/index.m3u8
CCTV8,http://113.234.192.245:81/hls/8/index.m3u8
CCTV9,http://113.234.192.245:81/hls/9/index.m3u8
CCTV10,http://113.234.192.245:81/hls/10/index.m3u8
CCTV11,http://113.234.192.245:81/hls/11/index.m3u8
CCTV12,http://113.234.192.245:81/hls/12/index.m3u8
CCTV13,http://113.234.192.245:81/hls/13/index.m3u8
CCTV14,http://113.234.192.245:81/hls/14/index.m3u8
CCTV15,http://113.234.192.245:81/hls/15/index.m3u8
CCTV16,http://113.234.192.245:81/hls/16/index.m3u8
CCTV17,http://113.234.192.245:81/hls/17/index.m3u8
CCTV5+,http://113.234.192.245:81/hls/18/index.m3u8
CCTV高尔夫·网球,http://113.234.192.245:81/hls/60/index.m3u8
CCTV央视台球,http://113.234.192.245:81/hls/64/index.m3u8
CCTV4,http://113.234.192.245:81/hls/73/index.m3u8
CCTV4,http://113.234.192.245:81/hls/74/index.m3u8
📺卫视频道,#genre#
湖南卫视,http://119.39.224.19:808/hls/18/index.m3u8
江苏卫视,http://119.39.224.19:808/hls/30/index.m3u8
浙江卫视,http://119.39.224.19:808/hls/31/index.m3u8
北京卫视,http://119.39.224.19:808/hls/32/index.m3u8
东方卫视,http://119.39.224.19:808/hls/33/index.m3u8
深圳卫视,http://119.39.224.19:808/hls/34/index.m3u8
四川卫视,http://182.150.31.44:808/hls/40/index.m3u8
湖南卫视,http://182.150.31.44:808/hls/41/index.m3u8
江苏卫视,http://182.150.31.44:808/hls/42/index.m3u8
浙江卫视,http://182.150.31.44:808/hls/43/index.m3u8
东方卫视,http://182.150.31.44:808/hls/44/index.m3u8
北京卫视,http://182.150.31.44:808/hls/45/index.m3u8
深圳卫视,http://182.150.31.44:808/hls/46/index.m3u8
广东卫视,http://182.150.31.44:808/hls/47/index.m3u8
天津卫视,http://182.150.31.44:808/hls/48/index.m3u8
山东卫视,http://182.150.31.44:808/hls/49/index.m3u8
江西卫视,http://182.150.31.44:808/hls/60/index.m3u8
东南卫视,http://182.150.31.44:808/hls/61/index.m3u8
黑龙江卫视,http://182.150.31.44:808/hls/62/index.m3u8
重庆卫视,http://182.150.31.44:808/hls/63/index.m3u8
贵州卫视,http://182.150.31.44:808/hls/64/index.m3u8
湖北卫视,http://182.150.31.44:808/hls/65/index.m3u8
安徽卫视,http://182.150.31.44:808/hls/66/index.m3u8
河北卫视,http://182.150.31.44:808/hls/67/index.m3u8
辽宁卫视,http://182.150.31.44:808/hls/68/index.m3u8
河南卫视,http://182.150.31.44:808/hls/69/index.m3u8
山西卫视,http://122.114.131.154:4060/hls/17/index.m3u8
浙江卫视,http://122.114.131.154:4060/hls/18/index.m3u8
东方卫视,http://122.114.131.154:4060/hls/19/index.m3u8
天津卫视,http://122.114.131.154:4060/hls/20/index.m3u8
厦门卫视,http://122.114.131.154:4060/hls/21/index.m3u8
山东卫视,http://122.114.131.154:4060/hls/22/index.m3u8
湖北卫视,http://122.114.131.154:4060/hls/23/index.m3u8
深圳卫视,http://122.114.131.154:4060/hls/24/index.m3u8
黑龙江卫视,http://122.114.131.154:4060/hls/25/index.m3u8
北京卫视,http://122.114.131.154:4060/hls/26/index.m3u8
湖南卫视,http://122.114.131.154:4060/hls/27/index.m3u8
江苏卫视,http://122.114.131.154:4060/hls/28/index.m3u8
辽宁卫视,http://122.114.131.154:4060/hls/29/index.m3u8
江西卫视,http://122.114.131.154:4060/hls/30/index.m3u8
四川卫视,http://122.114.131.154:4060/hls/31/index.m3u8
河南卫视,http://171.8.247.188:2002/hls/16/index.m3u8
浙江卫视,http://171.8.247.188:2002/hls/17/index.m3u8
东方卫视,http://171.8.247.188:2002/hls/18/index.m3u8
江苏卫视,http://171.8.247.188:2002/hls/19/index.m3u8
北京卫视,http://171.8.247.188:2002/hls/20/index.m3u8
广东卫视,http://171.8.247.188:2002/hls/21/index.m3u8
山东卫视,http://171.8.247.188:2002/hls/22/index.m3u8
安徽卫视,http://171.8.247.188:2002/hls/23/index.m3u8
辽宁卫视,http://171.8.247.188:2002/hls/24/index.m3u8
陕西卫视,http://171.8.247.188:2002/hls/25/index.m3u8
贵州卫视,http://171.8.247.188:2002/hls/26/index.m3u8
河北卫视,http://171.8.247.188:2002/hls/27/index.m3u8
江西卫视,http://171.8.247.188:2002/hls/28/index.m3u8
湖南卫视,http://171.8.247.188:2002/hls/29/index.m3u8
深圳卫视,http://171.8.247.188:2002/hls/30/index.m3u8
四川卫视,http://171.8.247.188:2002/hls/31/index.m3u8
湖北卫视,http://171.8.247.188:2002/hls/32/index.m3u8
河南卫视,http://125.46.176.166:60000/hls/16/index.m3u8
湖南卫视,http://125.46.176.166:60000/hls/17/index.m3u8
江苏卫视,http://125.46.176.166:60000/hls/18/index.m3u8
浙江卫视,http://125.46.176.166:60000/hls/19/index.m3u8
北京卫视,http://125.46.176.166:60000/hls/20/index.m3u8
东方卫视,http://125.46.176.166:60000/hls/21/index.m3u8
天津卫视,http://125.46.176.166:60000/hls/22/index.m3u8
山东卫视,http://125.46.176.166:60000/hls/23/index.m3u8
安徽卫视,http://125.46.176.166:60000/hls/24/index.m3u8
深圳卫视,http://125.46.176.166:60000/hls/25/index.m3u8
江西卫视,http://125.46.176.166:60000/hls/26/index.m3u8
湖北卫视,http://125.46.176.166:60000/hls/27/index.m3u8
四川卫视,http://125.46.176.166:60000/hls/28/index.m3u8
黑龙江卫视,http://125.46.176.166:60000/hls/29/index.m3u8
云南卫视,http://125.46.176.166:60000/hls/30/index.m3u8
贵州卫视,http://125.46.176.166:60000/hls/31/index.m3u8
辽宁卫视,http://125.46.176.166:60000/hls/32/index.m3u8
北京卫视,http://124.88.238.50:81/hls/13/index.m3u8
湖南卫视,http://124.88.238.50:81/hls/14/index.m3u8
东方卫视,http://124.88.238.50:81/hls/15/index.m3u8
浙江卫视,http://124.88.238.50:81/hls/16/index.m3u8
江苏卫视,http://124.88.238.50:81/hls/17/index.m3u8
安徽卫视,http://124.88.238.50:81/hls/18/index.m3u8
江西卫视,http://124.88.238.50:81/hls/19/index.m3u8
河南卫视,http://124.88.238.50:81/hls/20/index.m3u8
辽宁卫视,http://124.88.238.50:81/hls/21/index.m3u8
北京卫视,http://114.252.112.253:8899/hls/16/index.m3u8
天津卫视,http://114.252.112.253:8899/hls/22/index.m3u8
湖北卫视,http://114.252.112.253:8899/hls/23/index.m3u8
山东卫视,http://114.252.112.253:8899/hls/24/index.m3u8
湖南卫视,http://114.252.112.253:8899/hls/25/index.m3u8
安徽卫视,http://114.252.112.253:8899/hls/26/index.m3u8
江苏卫视,http://114.252.112.253:8899/hls/27/index.m3u8
江西卫视,http://114.252.112.253:8899/hls/28/index.m3u8
浙江卫视,http://114.252.112.253:8899/hls/29/index.m3u8
四川卫视,http://114.252.112.253:8899/hls/30/index.m3u8
河北卫视,http://114.252.112.253:8899/hls/31/index.m3u8
北京卫视,http://124.93.18.238:81/hls/23/index.m3u8
天津卫视,http://124.93.18.238:81/hls/24/index.m3u8
辽宁卫视,http://124.93.18.238:81/hls/27/index.m3u8
浙江卫视,http://124.93.18.238:81/hls/29/index.m3u8
江苏卫视,http://124.93.18.238:81/hls/30/index.m3u8
安徽卫视,http://124.93.18.238:81/hls/31/index.m3u8
湖南卫视,http://124.93.18.238:81/hls/32/index.m3u8
贵州卫视,http://124.93.18.238:81/hls/33/index.m3u8
山东卫视,http://124.93.18.238:81/hls/34/index.m3u8
山西卫视,http://124.93.18.238:81/hls/35/index.m3u8
广东卫视,http://124.93.18.238:81/hls/36/index.m3u8
广西卫视,http://124.93.18.238:81/hls/37/index.m3u8
湖北卫视,http://124.93.18.238:81/hls/38/index.m3u8
江西卫视,http://124.93.18.238:81/hls/39/index.m3u8
河北卫视,http://124.93.18.238:81/hls/40/index.m3u8
河南卫视,http://124.93.18.238:81/hls/41/index.m3u8
四川卫视,http://124.93.18.238:81/hls/42/index.m3u8
海南卫视,http://124.93.18.238:81/hls/43/index.m3u8
青海卫视,http://124.93.18.238:81/hls/44/index.m3u8
云南卫视,http://124.93.18.238:81/hls/45/index.m3u8
陕西卫视,http://124.93.18.238:81/hls/46/index.m3u8
内蒙古卫视,http://124.93.18.238:81/hls/47/index.m3u8
宁夏卫视,http://124.93.18.238:81/hls/48/index.m3u8
吉林卫视,http://124.93.18.238:81/hls/49/index.m3u8
新疆卫视,http://124.93.18.238:81/hls/50/index.m3u8
甘肃卫视,http://124.93.18.238:81/hls/51/index.m3u8
西藏卫视,http://124.93.18.238:81/hls/52/index.m3u8
黑龙江卫视,http://124.93.18.238:81/hls/53/index.m3u8
深圳卫视,http://124.93.18.238:81/hls/54/index.m3u8
厦门卫视,http://124.93.18.238:81/hls/55/index.m3u8
兵团卫视,http://124.93.18.238:81/hls/58/index.m3u8
农林卫视,http://124.93.18.238:81/hls/59/index.m3u8
延边卫视,http://124.93.18.238:81/hls/60/index.m3u8
西藏卫视,http://124.93.18.238:81/hls/61/index.m3u8
江苏卫视,http://120.83.125.17:88/hls/559/index.m3u8
四川卫视,http://182.150.31.44:808/hls/40/index.m3u8
湖南卫视,http://182.150.31.44:808/hls/41/index.m3u8
江苏卫视,http://182.150.31.44:808/hls/42/index.m3u8
浙江卫视,http://182.150.31.44:808/hls/43/index.m3u8
东方卫视,http://182.150.31.44:808/hls/44/index.m3u8
北京卫视,http://182.150.31.44:808/hls/45/index.m3u8
深圳卫视,http://182.150.31.44:808/hls/46/index.m3u8
广东卫视,http://182.150.31.44:808/hls/47/index.m3u8
天津卫视,http://182.150.31.44:808/hls/48/index.m3u8
山东卫视,http://182.150.31.44:808/hls/49/index.m3u8
江西卫视,http://182.150.31.44:808/hls/60/index.m3u8
东南卫视,http://182.150.31.44:808/hls/61/index.m3u8
黑龙江卫视,http://182.150.31.44:808/hls/62/index.m3u8
重庆卫视,http://182.150.31.44:808/hls/63/index.m3u8
贵州卫视,http://182.150.31.44:808/hls/64/index.m3u8
湖北卫视,http://182.150.31.44:808/hls/65/index.m3u8
安徽卫视,http://182.150.31.44:808/hls/66/index.m3u8
河北卫视,http://182.150.31.44:808/hls/67/index.m3u8
辽宁卫视,http://182.150.31.44:808/hls/68/index.m3u8
河南卫视,http://182.150.31.44:808/hls/69/index.m3u8
北京卫视,http://113.234.192.245:81/hls/21/index.m3u8
天津卫视,http://113.234.192.245:81/hls/22/index.m3u8
东方卫视,http://113.234.192.245:81/hls/23/index.m3u8
重庆卫视,http://113.234.192.245:81/hls/24/index.m3u8
辽宁卫视,http://113.234.192.245:81/hls/19/index.m3u8
浙江卫视,http://113.234.192.245:81/hls/25/index.m3u8
江苏卫视,http://113.234.192.245:81/hls/28/index.m3u8
安徽卫视,http://113.234.192.245:81/hls/29/index.m3u8
湖南卫视,http://113.234.192.245:81/hls/30/index.m3u8
贵州卫视,http://113.234.192.245:81/hls/31/index.m3u8
山东卫视,http://113.234.192.245:81/hls/32/index.m3u8
山西卫视,http://113.234.192.245:81/hls/33/index.m3u8
广东卫视,http://113.234.192.245:81/hls/34/index.m3u8
广西卫视,http://113.234.192.245:81/hls/35/index.m3u8
湖北卫视,http://113.234.192.245:81/hls/36/index.m3u8
江西卫视,http://113.234.192.245:81/hls/37/index.m3u8
河北卫视,http://113.234.192.245:81/hls/38/index.m3u8
河南卫视,http://113.234.192.245:81/hls/39/index.m3u8
四川卫视,http://113.234.192.245:81/hls/40/index.m3u8
海南卫视,http://113.234.192.245:81/hls/41/index.m3u8
青海卫视,http://113.234.192.245:81/hls/42/index.m3u8
云南卫视,http://113.234.192.245:81/hls/43/index.m3u8
陕西卫视,http://113.234.192.245:81/hls/44/index.m3u8
内蒙古卫视,http://113.234.192.245:81/hls/45/index.m3u8
宁夏卫视,http://113.234.192.245:81/hls/46/index.m3u8
吉林卫视,http://113.234.192.245:81/hls/47/index.m3u8
新疆卫视,http://113.234.192.245:81/hls/48/index.m3u8
甘肃卫视,http://113.234.192.245:81/hls/49/index.m3u8
西藏卫视,http://113.234.192.245:81/hls/50/index.m3u8
黑龙江卫视,http://113.234.192.245:81/hls/51/index.m3u8
深圳卫视,http://113.234.192.245:81/hls/52/index.m3u8
厦门卫视,http://113.234.192.245:81/hls/53/index.m3u8
兵团卫视,http://113.234.192.245:81/hls/56/index.m3u8
农林卫视,http://113.234.192.245:81/hls/57/index.m3u8
延边卫视,http://113.234.192.245:81/hls/58/index.m3u8
西藏卫视,http://113.234.192.245:81/hls/59/index.m3u8
📺地方频道,#genre#
湖南经视,http://119.39.224.19:808/hls/19/index.m3u8
湖南都市,http://119.39.224.19:808/hls/20/index.m3u8
湖南电视剧,http://119.39.224.19:808/hls/21/index.m3u8
湖南电影,http://119.39.224.19:808/hls/22/index.m3u8
湖南娱乐,http://119.39.224.19:808/hls/23/index.m3u8
湖南公共,http://119.39.224.19:808/hls/24/index.m3u8
湖南国际,http://119.39.224.19:808/hls/25/index.m3u8
湖南教育,http://119.39.224.19:808/hls/27/index.m3u8
四川经济,http://182.150.31.44:808/hls/50/index.m3u8
四川文化旅游,http://182.150.31.44:808/hls/51/index.m3u8
四川新闻,http://182.150.31.44:808/hls/52/index.m3u8
北京卡酷少儿,http://122.114.131.154:4060/hls/33/index.m3u8
湖南金鹰卡通,http://122.114.131.154:4060/hls/34/index.m3u8
北京文艺,http://114.252.112.253:8899/hls/17/index.m3u8
BTV科教,http://114.252.112.253:8899/hls/18/index.m3u8
BTV影视,http://114.252.112.253:8899/hls/19/index.m3u8
BTV生活,http://114.252.112.253:8899/hls/20/index.m3u8
BTV少儿,http://114.252.112.253:8899/hls/21/index.m3u8
上海,http://124.93.18.238:81/hls/25/index.m3u8
重庆,http://124.93.18.238:81/hls/26/index.m3u8
辽宁新闻,http://124.93.18.238:81/hls/28/index.m3u8
辽宁体育,http://124.93.18.238:81/hls/56/index.m3u8
辽宁经济,http://124.93.18.238:81/hls/57/index.m3u8
四川经济,http://182.150.31.44:808/hls/50/index.m3u8
四川文化旅游,http://182.150.31.44:808/hls/51/index.m3u8
四川新闻,http://182.150.31.44:808/hls/52/index.m3u8
辽宁新闻,http://113.234.192.245:81/hls/20/index.m3u8
辽宁体育,http://113.234.192.245:81/hls/25/index.m3u8
辽宁经济,http://113.234.192.245:81/hls/20/index.m3u8
📺数字频道,#genre#
金鹰卡通,http://119.39.224.19:808/hls/26/index.m3u8
嘉佳卡通,http://122.114.131.154:4060/hls/35/index.m3u8
欢笑剧场4K,http://113.234.192.245:81/hls/75/index.m3u8
📺海外频道,#genre#
经典电影,http://122.114.131.154:4060/hls/36/index.m3u8
📺港澳地区,#genre#
英语频道,http://124.93.18.238:81/hls/63/index.m3u8
梨园频道,http://113.234.192.245:81/hls/66/index.m3u8
📺CGTN,#genre#
俄语频道,http://124.93.18.238:81/hls/64/index.m3u8
西班牙语,http://124.93.18.238:81/hls/65/index.m3u8
阿拉伯语,http://124.93.18.238:81/hls/66/index.m3u8
法语频道,http://124.93.18.238:81/hls/67/index.m3u8
